,id_user,id_post,date,time,half_day,views,reposts,likes,comments,id_post_origin,link_clicks,donation_tag,donation_val,house_buy
1472,181241,905067542,12/11/2017,09:14,am,39,0,7,3,829009502,False,False,0,False
1473,320827,995756191,12/11/2017,06:42,am,33,0,13,0,727859075,False,False,0,False
1474,771528,668685627,12/11/2017,07:20,am,17,0,5,0,810961247,False,False,0,False
1475,700160,452791404,12/11/2017,03:26,am,16,0,3,0,796368908,False,False,0,False
1476,903514,509572506,12/11/2017,08:26,am,72,1,36,6,963970775,False,False,0,False
1477,408170,721965448,12/11/2017,08:11,am,119,0,47,3,680587227,True,False,0,False
1478,530683,584874693,12/11/2017,03:08,am,134,0,40,12,910321924,False,False,0,False
1479,654242,736951366,12/11/2017,04:43,am,100,1,30,6,348055889,False,False,0,False
1480,855664,863405397,12/11/2017,02:45,am,20,0,8,0,717090328,False,False,0,False
1481,216239,256246052,12/11/2017,01:43,am,155,1,23,15,351494826,False,False,0,False
1482,881874,438781115,12/11/2017,10:37,am,57,2,11,2,852231875,False,False,0,False
1483,645607,754913900,12/11/2017,12:10,am,48,0,9,3,216253430,False,False,0,False
1484,993300,165391700,12/11/2017,12:01,am,39,1,1,3,739652923,True,False,0,False
1485,813754,819135927,12/11/2017,09:02,am,0,0,0,0,850282786,False,False,0,False
1486,366924,558826897,12/11/2017,11:57,am,61,0,6,4,249532801,False,False,0,False
1487,721068,741829966,12/11/2017,12:20,am,54,0,16,4,818585423,True,False,0,False
1488,777078,505768141,12/11/2017,05:58,am,2,1,0,0,679484421,False,False,0,False
1489,965988,749126981,12/11/2017,03:06,am,67,0,33,4,679785397,False,False,0,False
1490,844405,833316254,12/11/2017,11:54,am,85,0,25,3,124431067,False,False,0,False
1491,848408,842370947,12/11/2017,01:43,am,47,0,11,4,848262848,False,False,0,False
1492,946375,234751197,12/11/2017,09:24,am,69,0,27,5,336774672,False,False,0,False
1493,351427,146518231,12/11/2017,12:00,am,134,1,13,4,927164313,False,False,0,False
1494,794445,747514276,12/11/2017,02:22,am,122,0,24,9,392927904,False,False,0,False
1495,733314,942599926,12/11/2017,01:53,am,99,1,14,1,555044039,False,False,0,False
1496,479608,625394868,12/11/2017,02:18,am,44,0,8,3,362834953,False,False,0,False
1497,645582,950471293,12/11/2017,04:50,am,146,2,14,8,981713355,False,False,0,False
1498,213878,508680612,12/11/2017,01:20,am,60,0,9,4,222857602,False,False,0,False
1499,347834,604169306,12/11/2017,01:37,am,66,0,26,6,711289848,False,False,0,False
1500,521852,467292749,12/11/2017,11:03,am,95,0,9,1,808933325,False,False,0,False
1501,774311,970632531,12/11/2017,01:54,am,57,2,22,1,137680854,False,False,0,False
1502,831408,953071905,12/11/2017,11:03,am,113,0,22,10,661129264,False,False,0,False
1503,764112,524889510,12/11/2017,12:29,am,106,1,5,9,669900332,False,False,0,False
1504,157458,316129457,12/11/2017,00:04,am,125,0,50,1,564818939,False,False,0,False
1505,294209,633196729,12/11/2017,02:08,am,30,0,6,3,500022755,False,False,0,False
1506,335444,491374347,12/11/2017,03:18,am,11,1,0,0,994778645,False,False,0,False
1507,878659,177232700,12/11/2017,10:19,am,32,0,3,1,498972492,False,False,0,False
1508,951101,897878990,12/11/2017,08:42,am,120,0,6,7,323829025,False,False,0,False
1509,438517,462690414,12/11/2017,02:29,am,138,0,27,5,351999039,False,False,0,False
1510,158451,628971955,12/11/2017,03:18,am,106,0,31,10,278923845,False,False,0,False
1511,597418,610417339,12/11/2017,00:25,am,43,0,2,1,921212075,False,False,0,False
1512,347595,539501286,12/11/2017,04:33,am,102,0,20,1,538196524,False,False,0,False
1513,688255,357380519,12/11/2017,07:33,am,21,1,7,0,677010619,False,False,0,False
1514,599456,743248194,12/11/2017,07:12,am,34,1,13,3,335374672,False,False,0,False
1515,952153,604745095,12/11/2017,01:39,am,55,1,2,4,848262848,False,False,0,False
